year,hospital,mergeid,control,location,teach,bedsize,region
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42164,200942164,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,42188,200942188,0,1,1,3,1
2009,45026,200945026,3,0,0,3,3
2009,48070,200948070,0,1,1,3,3
2009,48070,200948070,0,1,1,3,3
2009,48070,200948070,0,1,1,3,3
2009,48070,200948070,0,1,1,3,3
2009,48070,200948070,0,1,1,3,3
2009,53061,200953061,2,1,0,3,4
2009,53062,200953062,0,1,1,2,4
2009,53080,200953080,0,1,1,3,4
2009,53080,200953080,0,1,1,3,4
2009,53080,200953080,0,1,1,3,4
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12007,201012007,1,1,1,3,3
2010,12127,201012127,3,1,0,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12203,201012203,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,12266,201012266,2,1,1,3,3
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,17123,201017123,2,1,1,3,2
2010,18007,201018007,2,1,1,3,2
2010,18007,201018007,2,1,1,3,2
2010,18007,201018007,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,26149,201026149,2,1,1,3,2
2010,27015,201027015,2,1,1,3,2
2010,27015,201027015,2,1,1,3,2
2010,27015,201027015,2,1,1,3,2
2010,27015,201027015,2,1,1,3,2
2010,27015,201027015,2,1,1,3,2
2010,27015,201027015,2,1,1,3,2
2010,34064,201034064,2,1,0,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36205,201036205,2,1,1,3,1
2010,36300,201036300,2,1,1,3,1
2010,36311,201036311,1,1,1,3,1
2010,37009,201037009,2,1,0,3,3
2010,37062,201037062,2,1,1,3,3
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,41051,201041051,1,1,1,3,4
2010,42116,201042116,2,1,1,3,1
2010,42116,201042116,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42164,201042164,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,42201,201042201,2,1,1,3,1
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,45046,201045046,1,1,1,3,3
2010,48055,201048055,2,1,1,3,3
2010,48055,201048055,2,1,1,3,3
2010,48055,201048055,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48057,201048057,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48142,201048142,2,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,48500,201048500,1,1,1,3,3
2010,51041,201051041,2,1,1,2,3
2010,51041,201051041,2,1,1,2,3
2010,51041,201051041,2,1,1,2,3
2010,51041,201051041,2,1,1,2,3
2010,51041,201051041,2,1,1,2,3
2010,51041,201051041,2,1,1,2,3
2010,51041,201051041,2,1,1,2,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2010,51043,201051043,2,1,1,3,3
2011,13011,201113011,0,1,1,3,3
2011,17207,201117207,0,1,1,3,2
2011,17207,201117207,0,1,1,3,2
2011,17207,201117207,0,1,1,3,2
2011,17207,201117207,0,1,1,3,2
2011,18007,201118007,0,1,1,3,2
2011,18007,201118007,0,1,1,3,2
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,24085,201124085,0,1,1,3,3
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,25069,201125069,0,1,1,3,1
2011,26006,201126006,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,26022,201126022,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,29185,201129185,0,1,1,3,2
2011,36119,201136119,0,1,1,3,1
2011,36248,201136248,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,36336,201136336,0,1,1,3,1
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37016,201137016,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
2011,37022,201137022,0,1,1,3,3
