hospital,control,location,teach,bedsize,region,teachloc
25070,2,1,0,1,1,2
25071,0,1,0,3,1,2
25074,2,1,1,1,1,3
25075,1,1,0,3,1,2
25076,2,,,3,1,2
25077,2,1,0,2,1,2
25079,0,1,0,2,1,2
25082,0,1,1,1,1,3
25083,0,1,0,1,1,2
25084,2,1,0,1,1,2
25087,2,,,1,1,2
25088,0,1,0,1,1,2
25091,0,0,0,3,1,1
25094,0,0,1,3,1,1
25095,0,1,0,1,1,2
25096,2,,,2,1,2
25097,2,1,0,3,1,2
25098,1,,,1,1,3
25099,2,,,1,1,2
25101,0,1,1,3,1,3
25102,2,,,2,1,2
25103,2,0,0,1,1,1
25104,0,0,0,1,1,1
25105,2,,,1,1,2
25106,1,1,1,1,1,3
25109,2,1,0,1,1,2
25110,2,1,0,2,1,2
25111,2,1,1,1,1,3
25112,1,,,2,1,3
25114,3,1,1,2,1,3
25115,2,,,3,1,2
25120,2,1,0,2,1,2
25122,2,,,3,1,2
25123,0,1,0,1,1,2
25124,2,1,0,2,1,2
25125,0,1,0,2,1,2
25127,2,,,1,1,3
25129,0,1,1,2,1,3
25130,2,,,2,1,1
25134,0,1,0,3,1,2
25138,2,1,0,2,1,2
25139,2,,,1,1,3
25144,2,1,0,2,1,2
25146,0,1,1,1,1,3
25149,0,1,0,1,1,2
25151,0,1,1,1,1,3
25153,2,,,3,1,2
25156,0,1,0,2,1,2
25158,2,,,3,1,2
25159,0,1,0,1,1,2
25160,0,1,0,3,1,2
25161,2,1,1,1,1,3
25163,2,,,2,1,2
25164,0,0,0,1,1,1
25165,2,,,1,1,2
25166,1,1,0,1,1,2
25168,2,1,0,2,1,2
25169,0,1,0,1,1,2
25170,2,,,3,1,2
25172,2,,,2,1,2
25174,2,0,0,1,1,1
25175,2,,,1,1,2
25176,0,1,0,1,1,2
25179,0,1,0,1,1,2
25181,0,0,0,3,1,1
25182,0,1,0,2,1,2
25183,2,1,1,1,1,3
25184,0,1,1,1,1,3
25185,1,1,1,1,1,3
25187,0,1,0,3,1,2
25188,2,1,0,3,1,2
25189,2,1,1,3,1,3
25190,0,1,1,3,1,3
25192,0,1,0,1,1,2
26002,0,1,0,2,2,2
26004,4,0,0,2,2,1
26005,1,0,0,3,2,1
26006,0,1,1,3,2,3
26007,0,1,0,3,2,2
26008,0,1,0,3,2,2
26009,0,1,0,3,2,2
26010,1,0,0,3,2,1
26011,1,0,0,3,2,1
26016,0,1,1,2,2,3
26018,4,0,0,1,2,1
26023,0,1,1,1,2,3
26024,4,0,0,3,2,1
26026,4,0,0,3,2,1
26027,4,0,0,3,2,1
26028,0,1,0,3,2,2
26029,4,0,0,3,2,1
26030,0,1,1,2,2,3
26031,4,0,0,3,2,1
26032,0,1,0,1,2,2
26033,0,1,1,2,2,3
26035,0,1,1,3,2,3
26037,0,1,0,2,2,2
26038,0,1,0,3,2,2
26039,4,0,0,3,2,1
26045,4,0,0,3,2,1
26047,4,0,0,3,2,1
26049,0,1,1,3,2,3
26050,0,1,1,1,2,3
26051,0,1,0,3,2,2
26052,4,0,0,2,2,1
26053,0,1,0,3,2,2
26054,0,1,1,3,2,3
26056,0,1,0,1,2,2
26057,0,1,0,1,2,2
26058,4,0,0,3,2,1
26059,0,1,0,1,2,2
26060,1,0,0,3,2,1
26062,0,1,0,1,2,2
26063,1,0,0,3,2,1
26067,0,1,0,1,2,2
26068,1,0,0,3,2,1
26069,0,1,0,3,2,2
26070,0,1,0,1,2,2
26072,0,1,1,3,2,3
26075,4,0,0,3,2,1
26077,0,1,0,2,2,2
26078,4,0,0,1,2,1
26079,4,0,0,3,2,1
26083,4,0,0,2,2,1
26084,1,0,0,3,2,1
26085,4,0,0,3,2,1
26089,0,1,0,2,2,2
26099,0,1,1,3,2,3
26100,0,1,0,1,2,2
26101,1,0,0,1,2,1
26103,4,0,0,1,2,1
26107,0,1,0,3,2,2
26112,0,1,0,1,2,2
26113,1,0,0,3,2,1
26114,1,0,0,3,2,1
26119,1,0,0,1,2,1
26121,4,0,0,3,2,1
26122,4,0,0,2,2,1
26123,4,0,1,3,2,1
26125,4,0,0,2,2,1
26126,0,1,0,3,2,2
26127,0,1,0,1,2,2
26128,4,0,0,1,2,1
26129,0,1,0,3,2,2
26130,4,0,0,3,2,1
26131,4,0,0,1,2,1
26135,0,1,0,3,2,2
26136,4,0,0,2,2,1
26137,4,0,0,3,2,1
26139,0,1,0,1,2,2
26141,0,1,0,2,2,2
26142,0,1,0,1,2,2
26143,0,1,1,3,2,3
26145,0,1,1,3,2,3
26148,0,1,0,3,2,2
26149,0,1,1,3,2,3
26150,0,1,0,3,2,2
26151,0,1,1,3,2,3
26152,0,1,1,3,2,3
26153,0,1,1,1,2,3
26158,0,1,0,1,2,2
26159,0,1,1,3,2,3
26161,0,1,0,1,2,2
26165,4,0,0,1,2,1
26166,4,0,0,1,2,1
26167,0,1,0,1,2,2
26169,0,1,0,1,2,2
26172,0,1,0,1,2,2
26173,0,1,0,1,2,2
26174,0,1,0,1,2,2
26176,0,1,0,1,2,2
26177,0,1,0,1,2,2
26178,0,1,0,1,2,2
26180,4,0,0,2,2,1
27001,0,1,0,3,2,2
27002,4,0,0,1,2,1
27003,0,1,1,3,2,3
27004,4,0,0,1,2,1
27005,0,1,0,3,2,2
27006,0,1,1,1,2,3
27007,0,1,1,3,2,3
27008,0,1,0,1,2,2
27009,0,1,1,1,2,3
27010,0,1,0,3,2,2
27011,1,0,0,3,2,1
27012,0,1,0,1,2,2
27013,0,1,0,1,2,2
27014,0,1,0,2,2,2
27015,0,1,1,3,2,3
27016,0,1,1,3,2,3
27017,1,0,0,1,2,1
27018,4,0,0,3,2,1
27019,4,0,0,1,2,1
27021,4,0,0,3,2,1
27022,0,1,1,1,2,3
27023,0,1,0,1,2,2
27024,1,0,0,3,2,1
27025,0,1,0,1,2,2
27026,1,0,0,3,2,1
27027,1,0,0,1,2,1
27028,1,0,0,3,2,1
27029,0,1,0,1,2,2
27030,1,0,0,1,2,1
27031,1,0,0,3,2,1
27032,0,1,0,3,2,2
27033,1,0,0,3,2,1
27034,0,1,0,1,2,2
27035,4,0,0,1,2,1
27036,4,0,0,1,2,1
27037,4,0,0,2,2,1
27038,1,0,0,1,2,1
27039,4,0,0,1,2,1
27040,4,0,0,2,2,1
27041,4,0,0,3,2,1
27043,1,0,0,1,2,1
27044,4,0,0,3,2,1
27045,0,1,1,1,2,3
27046,0,1,0,2,2,2
27047,4,0,0,3,2,1
27048,0,1,1,2,2,3
27051,4,0,0,1,2,1
27053,4,0,0,2,2,1
27054,1,0,0,2,2,1
27055,0,1,0,1,2,2
27057,0,1,0,2,2,2
27058,1,0,0,2,2,1
27059,0,1,0,2,2,2
27062,4,0,0,3,2,1
27063,1,0,0,1,2,1
27066,1,0,0,2,2,1
27067,0,1,0,1,2,2
27068,0,1,0,2,2,2
27070,1,0,0,1,2,1
27071,1,0,0,1,2,1
27072,0,1,1,3,2,3
27073,0,1,0,1,2,2
27074,4,0,0,1,2,1
27076,4,0,0,1,2,1
27078,0,1,0,1,2,2
27079,4,0,0,3,2,1
27080,4,0,0,1,2,1
27082,4,0,0,2,2,1
27083,0,1,0,1,2,2
27084,1,0,0,1,2,1
27085,4,0,0,1,2,1
27086,4,0,0,2,2,1
27087,4,0,0,1,2,1
27088,1,0,0,3,2,1
27089,1,0,0,2,2,1
27092,4,0,0,3,2,1
27093,4,0,0,1,2,1
27094,4,0,0,1,2,1
27096,4,0,1,1,2,1
27097,1,0,0,2,2,1
27098,0,1,0,1,2,2
27099,1,0,0,2,2,1
27100,0,1,0,2,2,2
27101,4,0,0,3,2,1
27103,0,1,0,1,2,2
27104,0,1,0,1,2,2
27105,1,0,0,1,2,1
27106,0,1,1,3,2,3
27107,0,1,0,2,2,2
27108,0,1,1,3,2,3
27109,0,1,1,1,2,3
27110,4,0,0,3,2,1
27111,4,0,0,3,2,1
27112,0,1,1,2,2,3
27113,4,0,0,1,2,1
27114,4,0,0,1,2,1
27115,4,0,0,3,2,1
27116,1,0,0,1,2,1
27117,4,0,0,1,2,1
27118,1,0,0,2,2,1
27120,4,0,1,3,2,1
27122,1,0,0,3,2,1
27124,1,0,0,1,2,1
27126,4,0,1,3,2,1
27128,1,0,0,1,2,1
27129,0,1,0,1,2,2
29002,0,1,0,3,2,2
29005,0,1,1,3,2,3
29007,1,0,0,2,2,1
29008,0,1,1,1,2,3
29011,1,0,0,1,2,1
29012,2,1,0,1,2,2
29015,1,0,0,1,2,1
29016,1,0,0,1,2,1
29017,1,1,0,2,2,2
29018,1,0,0,3,2,1
29022,1,0,0,1,2,1
29023,0,1,1,2,2,3
29025,0,1,0,1,2,2
29029,1,0,0,1,2,1
29032,1,0,0,2,2,1
29034,4,0,0,2,2,1
29036,0,1,0,2,2,2
29040,1,0,0,1,2,1
29041,1,1,0,1,2,2
29042,4,0,0,3,2,1
29043,1,0,0,1,2,1
29044,1,0,0,1,2,1
29045,0,1,0,3,2,2
29047,1,1,0,1,2,2
29049,2,1,0,2,2,2
29051,2,1,0,3,2,2
29052,1,1,1,2,2,3
29054,0,1,1,1,2,3
29055,0,1,1,1,2,3
29056,4,0,0,3,2,1
29057,4,0,0,3,2,1
29066,2,1,1,2,2,3
29067,0,1,0,3,2,2
29068,1,1,0,1,2,2
29069,1,0,0,2,2,1
29070,4,0,0,1,2,1
29072,0,1,1,3,2,3
29074,2,1,0,3,2,2
29075,3,0,0,3,2,1
29076,2,1,0,1,2,2
29078,2,0,0,3,2,1
29079,0,1,1,2,2,3
29080,4,0,0,2,2,1
29081,2,1,0,2,2,2
29082,2,1,0,1,2,2
29083,2,0,0,2,2,1
29086,0,1,0,3,2,2
29087,1,0,0,3,2,1
29088,2,1,1,2,2,3
29089,4,0,0,3,2,1
29093,4,0,0,1,2,1
29094,2,1,0,3,2,2
29095,2,1,0,1,2,2
29096,0,1,1,1,2,3
29098,4,0,0,2,2,1
29102,2,0,0,3,2,1
29104,2,0,0,1,2,1
29105,2,1,1,3,2,3
29107,4,0,0,3,2,1
29109,3,1,0,2,2,2
29110,2,1,0,3,2,2
29111,2,0,0,1,2,1
29115,4,0,0,2,2,1
29116,1,0,0,1,2,1
29117,2,1,0,1,2,2
29119,2,0,0,1,2,1
29120,3,0,0,2,2,1
29122,4,0,0,3,2,1
29126,0,1,0,1,2,2
29128,2,0,0,2,2,1
29130,2,0,0,2,2,1
29131,2,0,0,1,2,1
29133,1,0,0,1,2,1
29136,2,1,0,1,2,2
29137,1,0,0,1,2,1
29142,1,0,0,2,2,1
29143,3,1,0,1,2,2
29145,1,0,0,2,2,1
29147,1,1,0,1,2,2
29149,2,1,0,2,2,2
29153,1,0,0,2,2,1
29155,4,0,0,3,2,1
29157,2,1,0,1,2,2
29158,0,1,1,1,2,3
29160,2,1,0,3,2,2
29161,0,1,0,3,2,2
29163,2,1,0,1,2,2
29165,0,1,0,3,2,2
29166,0,1,0,3,2,2
29167,4,0,0,3,2,1
29170,4,0,0,2,2,1
29175,4,0,0,3,2,1
29177,4,0,0,1,2,1
29178,1,0,0,1,2,1
29180,1,1,0,1,2,2
29181,4,0,0,1,2,1
29182,4,0,0,3,2,1
29184,2,1,0,3,2,2
29185,2,1,1,3,2,3
29186,0,1,0,3,2,2
29187,3,1,0,2,2,2
29189,0,1,0,1,2,2
29192,0,1,1,1,2,3
29193,0,1,1,3,2,3
29195,1,0,0,1,2,1
29196,1,0,0,1,2,1
29197,4,0,0,1,2,1
29198,1,0,0,1,2,1
29199,1,0,0,1,2,1
29200,1,0,0,1,2,1
29201,4,0,0,3,2,1
29202,0,1,0,1,2,2
29207,0,1,0,1,2,2
29213,0,1,1,3,2,3
29214,0,1,0,1,2,2
29215,1,0,0,3,2,1
29216,0,1,1,1,2,3
29219,0,1,0,3,2,2
29223,0,1,0,2,2,2
29224,0,1,0,1,2,2
29232,4,0,0,1,2,1
29234,4,0,0,1,2,1
29236,0,1,0,1,2,2
31001,1,0,0,1,2,1
31003,4,0,0,3,2,1
31004,1,0,0,1,2,1
31005,4,0,0,1,2,1
31007,4,0,0,1,2,1
31008,4,0,0,2,2,1
31009,1,0,0,1,2,1
31010,1,0,0,1,2,1
31011,1,0,0,1,2,1
31012,4,0,0,1,2,1
31013,1,0,0,1,2,1
31015,4,0,0,2,2,1
31016,1,0,0,1,2,1
31017,1,0,0,3,2,1
31018,1,0,0,3,2,1
31019,1,0,0,1,2,1
31020,1,0,0,1,2,1
31021,1,0,0,1,2,1
31022,1,0,0,1,2,1
31023,1,0,0,1,2,1
31024,4,0,1,3,2,1
31025,1,0,0,3,2,1
31026,4,0,0,3,2,1
31027,1,0,0,1,2,1
31028,4,0,0,1,2,1
31029,4,0,0,2,2,1
31030,1,0,0,1,2,1
31031,1,0,0,1,2,1
31032,4,0,1,3,2,1
31033,1,0,0,1,2,1
31036,0,1,1,1,2,3
31038,4,0,0,2,2,1
31039,1,0,0,3,2,1
31040,4,0,0,1,2,1
31041,4,0,0,1,2,1
31042,4,0,0,1,2,1
31043,4,0,0,3,2,1
31044,4,0,1,3,2,1
31045,1,0,0,1,2,1
31046,4,0,0,2,2,1
31047,0,1,1,2,2,3
31050,0,1,1,2,2,3
31051,0,1,0,1,2,2
31052,1,0,0,1,2,1
31053,0,1,0,2,2,2
31054,0,1,1,2,2,3
31056,4,0,0,1,2,1
31057,1,0,0,1,2,1
31058,1,0,0,1,2,1
31059,1,0,0,1,2,1
31060,4,0,0,1,2,1
31063,4,0,0,1,2,1
31065,1,0,0,1,2,1
31067,0,1,0,1,2,2
31068,4,0,0,3,2,1
31069,1,0,0,1,2,1
31070,4,0,0,1,2,1
31071,1,0,0,1,2,1
31072,1,0,0,1,2,1
31073,1,0,0,2,2,1
31074,4,0,0,1,2,1
31075,1,0,0,1,2,1
31076,0,1,0,2,2,2
31078,4,0,0,1,2,1
31079,4,0,0,1,2,1
31080,1,0,0,1,2,1
31081,4,0,0,1,2,1
31082,1,0,0,1,2,1
31084,1,0,0,1,2,1
31085,4,0,0,1,2,1
31086,0,1,0,2,2,2
31087,0,1,0,1,2,2
32001,1,0,0,2,4,1
32002,2,1,0,1,4,2
32003,4,0,0,3,4,1
32004,3,1,0,3,4,2
32005,4,0,0,1,4,1
32006,0,1,1,3,4,3
32007,1,0,0,1,4,1
32008,3,1,0,3,4,2
32009,4,0,0,2,4,1
32010,4,0,0,1,4,1
32011,3,1,0,3,4,2
32012,4,0,0,2,4,1
32013,1,0,0,1,4,1
32014,4,0,0,1,4,1
32015,3,1,0,2,4,2
32019,3,1,0,2,4,2
32020,0,1,1,3,4,3
32021,3,1,0,3,4,2
32022,0,1,1,3,4,3
32023,1,0,0,1,4,1
32024,1,1,0,1,4,2
32025,2,1,0,2,4,2
32026,1,0,0,3,4,1
32028,3,1,0,2,4,2
32030,4,0,0,1,4,1
32031,3,1,0,1,4,2
32033,3,1,0,1,4,2
32034,2,1,0,2,4,2
33001,0,1,0,3,1,2
33004,0,1,0,3,1,2
33005,0,1,0,1,1,2
33007,0,1,0,2,1,2
33008,0,0,0,1,1,1
33009,0,1,0,1,1,2
33010,0,0,0,3,1,1
33012,0,1,0,1,1,2
33014,0,0,0,1,1,1
33015,0,1,0,2,1,2
33017,0,0,0,1,1,1
33018,0,1,0,1,1,2
33019,0,0,0,1,1,1
33021,0,1,0,1,1,2
33022,0,0,0,1,1,1
33023,0,0,0,1,1,1
33024,0,0,0,1,1,1
33025,0,1,0,2,1,2
33027,0,0,0,1,1,1
33028,0,0,1,3,1,1
34002,0,1,0,2,1,2
34004,0,1,1,1,1,3
34005,2,1,0,3,1,2
34006,0,1,0,3,1,2
34008,2,1,1,1,1,3
34009,2,1,0,2,1,2
34012,0,1,0,2,1,2
34013,2,1,1,3,1,3
34014,0,1,1,1,1,3
34015,2,,,2,1,3
34016,0,1,0,2,1,2
34017,2,,,3,1,2
34019,0,1,1,2,1,3
34021,2,,,3,1,2
34024,2,1,0,2,1,2
34025,0,1,1,2,1,3
34026,2,,,3,1,2
34027,0,1,0,3,1,2
34029,2,1,1,2,1,3
34035,0,1,1,3,1,3
34036,2,1,0,3,1,2
34037,2,,,2,1,2
34038,0,1,1,1,1,3
34040,0,1,0,2,1,2
34041,0,1,0,1,1,2
34045,0,1,1,2,1,3
34046,0,1,0,3,1,2
34047,2,1,0,3,1,2
34048,2,,,3,1,2
34049,0,1,1,2,1,3
34050,2,,,2,1,2
34053,2,1,0,3,1,2
34059,0,1,0,1,1,2
34061,0,1,0,2,1,2
34062,1,1,1,2,1,3
34063,0,1,1,1,1,3
34064,2,,,3,1,3
34065,0,1,1,3,1,3
34066,0,1,0,3,1,2
34067,2,1,1,1,1,3
34068,2,1,0,3,1,2
34069,2,1,1,2,1,3
34070,0,1,1,1,1,3
34071,0,1,0,3,1,2
34072,2,1,1,2,1,3
34075,2,1,0,3,1,2
34076,2,,,2,1,2
34077,0,1,0,1,1,2
34078,0,1,0,2,1,2
34079,2,1,0,2,1,2
34080,0,1,1,2,1,3
34081,0,1,0,3,1,2
34084,0,1,1,2,1,3
34085,0,1,1,3,1,3
34087,2,1,0,3,1,2
34089,2,,,3,1,2
34090,2,1,0,3,1,2
34091,0,1,0,3,1,2
34092,2,1,0,2,1,2
34093,0,1,0,2,1,2
34094,0,1,0,3,1,2
34095,0,1,1,2,1,3
34096,2,1,0,3,1,2
34097,2,1,0,2,1,2
34099,2,1,1,2,1,3
34100,2,,,1,1,2
34102,0,1,1,2,1,3
34104,2,1,0,3,1,2
34105,0,1,0,1,1,2
34106,0,1,0,3,1,2
34107,0,1,1,3,1,3
34108,2,,,3,1,2
34109,0,1,0,3,1,2
34111,0,1,0,2,1,2
34113,2,1,1,2,1,3
34114,0,1,0,3,1,2
34115,0,1,0,2,1,2
34116,0,1,0,2,1,2
34119,0,1,0,3,1,2
34120,0,1,0,3,1,2
34121,0,1,1,1,1,3
34123,0,1,1,2,1,3
34124,0,1,1,2,1,3
34127,2,1,0,1,1,2
34128,0,1,0,3,1,2
34129,2,,,2,1,2
34131,0,1,0,3,1,2
34136,2,1,1,3,1,3
34137,0,1,0,2,1,2
34138,0,1,0,3,1,2
34139,0,1,1,2,1,3
34140,0,1,0,1,1,2
34141,0,1,0,1,1,2
34144,0,1,0,1,1,2
36002,0,1,1,2,1,3
36004,0,1,0,2,1,2
36005,0,1,1,2,1,3
36007,0,1,1,1,1,3
36008,0,1,1,2,1,3
36009,1,1,0,2,1,2
36011,0,1,1,3,1,3
36012,2,1,0,2,1,2
36013,2,1,1,2,1,3
36014,0,1,1,3,1,3
36015,1,1,0,2,1,2
36018,0,1,0,2,1,2
36020,2,0,0,3,1,1
36021,0,1,0,3,1,2
36022,0,0,0,2,1,1
36025,0,1,1,3,1,3
36026,0,1,0,3,1,2
36028,0,1,1,1,1,3
36031,1,1,1,2,1,3
36032,0,1,1,2,1,3
36033,0,1,0,3,1,2
36036,0,1,1,3,1,3
36037,2,1,0,3,1,2
36040,2,1,0,2,1,2
36042,0,1,0,2,1,2
36046,0,1,0,2,1,2
36047,2,1,0,3,1,2
36051,1,0,0,3,1,1
36052,1,1,1,3,1,3
36053,0,1,0,2,1,2
36055,2,1,1,3,1,3
36057,0,1,1,1,1,3
36058,2,1,0,3,1,2
36060,0,1,0,2,1,2
36063,0,0,0,1,1,1
36064,2,1,1,2,1,3
36065,2,0,0,1,1,1
36066,2,1,1,1,1,3
36067,0,1,1,2,1,3
36069,3,1,0,2,1,2
36070,0,1,0,1,1,2
36072,0,0,0,2,1,1
36073,1,1,1,2,1,3
36074,0,1,1,3,1,3
36077,2,1,1,2,1,3
36078,2,1,0,3,1,2
36081,2,1,1,3,1,3
36082,0,1,0,3,1,2
36083,2,1,0,3,1,2
36084,0,1,1,2,1,3
36086,0,1,1,3,1,3
36087,0,1,0,1,1,2
36088,0,1,1,3,1,3
36089,2,1,0,1,1,2
36092,0,1,1,2,1,3
36093,0,1,0,1,1,2
36094,0,0,1,3,1,1
36095,0,1,1,3,1,3
36100,0,1,0,2,1,2
36101,2,0,0,1,1,1
36103,2,1,1,3,1,3
36105,2,0,1,3,1,1
36106,1,0,0,1,1,1
36107,0,1,0,3,1,2
36109,2,1,1,3,1,3
36113,0,1,1,2,1,3
36115,0,1,0,2,1,2
36117,1,0,0,1,1,1
36118,0,0,0,2,1,1
36119,0,1,1,3,1,3
36121,0,1,1,3,1,3
36122,0,1,1,3,1,3
36123,0,1,0,3,1,2
36125,0,1,1,3,1,3
36126,0,1,0,1,1,2
36128,2,1,0,2,1,2
36131,0,1,0,2,1,2
36133,2,1,0,3,1,2
36135,0,1,0,1,1,2
36137,0,1,1,3,1,3
36141,0,1,1,3,1,3
36142,0,1,1,2,1,3
36143,2,0,0,2,1,1
36145,2,1,1,1,1,3
36146,0,1,0,3,1,2
36147,0,1,1,3,1,3
36148,1,0,0,3,1,1
36149,0,1,0,3,1,2
36151,0,1,0,1,1,2
36152,2,1,1,3,1,3
36153,0,1,0,1,1,2
36154,3,1,0,2,1,2
36155,2,1,1,3,1,3
36160,0,0,0,3,1,1
36161,0,1,0,3,1,2
36164,0,1,1,1,1,3
36166,2,1,0,2,1,2
36169,0,1,1,2,1,3
36170,1,1,1,1,1,3
36172,0,1,1,2,1,3
36173,2,1,0,1,1,2
36175,2,1,0,2,1,2
36177,0,0,0,2,1,1
36178,2,1,0,1,1,2
36179,2,1,0,2,1,2
36180,1,1,1,3,1,3
36181,0,1,1,1,1,3
36182,1,1,1,2,1,3
36183,2,1,0,3,1,2
36184,0,1,0,2,1,2
36186,0,1,1,2,1,3
36187,0,1,1,2,1,3
36188,0,1,1,3,1,3
36189,0,0,0,3,1,1
36190,0,1,0,3,1,2
36191,0,1,0,3,1,2
36192,2,0,0,3,1,1
36193,1,1,1,3,1,3
36194,0,1,1,3,1,3
36197,2,1,0,1,1,2
36198,0,1,0,1,1,2
36200,2,1,0,3,1,2
36201,0,1,1,3,1,3
36207,0,1,0,3,1,2
36208,0,1,0,2,1,2
36209,0,0,0,3,1,1
36210,2,0,0,1,1,1
36211,2,0,0,1,1,1
36212,0,0,0,2,1,1
36214,0,1,1,3,1,3
36215,0,1,0,3,1,2
36217,0,0,0,3,1,1
36218,0,1,0,1,1,2
36219,2,1,1,1,1,3
36220,0,1,0,1,1,2
36221,0,1,0,2,1,2
36222,0,1,0,1,1,2
36223,0,1,0,3,1,2
36224,0,1,0,1,1,2
36226,0,1,1,2,1,3
36227,2,1,0,1,1,2
36229,2,0,0,3,1,1
36231,0,1,0,1,1,2
36232,0,1,1,1,1,3
36233,0,1,1,3,1,3
36234,0,1,1,3,1,3
36235,2,0,0,2,1,1
36236,3,1,0,3,1,2
36237,0,1,0,1,1,2
36238,0,0,0,1,1,1
36242,2,1,1,3,1,3
36243,0,1,0,3,1,2
36244,0,1,1,2,1,3
36245,2,1,0,3,1,2
36246,0,0,0,2,1,1
36247,0,1,0,2,1,2
36248,0,1,1,3,1,3
36251,0,1,0,1,1,2
36253,2,1,1,1,1,3
36254,0,1,0,2,1,2
36255,0,0,0,3,1,1
36257,0,1,1,1,1,3
36258,0,1,1,3,1,3
36259,0,1,0,3,1,2
36260,0,1,0,2,1,2
36261,2,1,0,2,1,2
36262,0,1,0,3,1,2
36264,1,0,0,2,1,1
36265,2,0,0,2,1,1
36266,0,1,0,2,1,2
36268,2,0,0,1,1,1
36273,0,1,0,1,1,2
36274,0,0,0,2,1,1
36277,0,1,0,1,1,2
36279,1,1,0,3,1,2
36282,2,0,1,3,1,1
36285,3,1,0,3,1,2
36286,0,1,0,2,1,2
36287,0,1,1,1,1,3
36288,2,1,0,3,1,2
36289,0,1,1,1,1,3
36291,1,1,1,1,1,3
36292,2,1,1,1,1,3
36293,2,1,0,2,1,2
36296,0,1,0,1,1,2
36297,0,1,0,1,1,2
36298,2,1,0,1,1,2
36300,0,1,1,3,1,3
36303,2,1,1,2,1,3
36306,0,1,0,3,1,2
36308,0,1,0,2,1,2
36309,2,0,0,2,1,1
36310,0,1,1,2,1,3
36311,0,1,1,3,1,3
36313,0,1,0,2,1,2
36314,0,1,1,1,1,3
36317,0,1,1,3,1,3
36323,0,1,0,3,1,2
36324,0,1,0,1,1,2
36326,1,1,0,2,1,2
36327,0,1,1,1,1,3
36328,0,0,0,3,1,1
36329,2,1,0,1,1,2
36330,0,1,0,3,1,2
36335,0,1,0,2,1,2
36337,0,1,1,3,1,3
36338,0,1,0,1,1,2
36340,0,1,1,2,1,3
36341,0,1,1,3,1,3
36342,0,0,0,3,1,1
36345,0,1,0,3,1,2
36346,0,1,0,3,1,2
36347,0,0,0,1,1,1
36348,0,1,0,3,1,2
36350,0,0,0,1,1,1
37002,0,1,1,3,3,3
37003,2,1,0,3,3,2
37004,2,1,0,1,3,2
37006,0,1,1,3,3,3
37007,2,1,0,1,3,2
37008,2,1,0,1,3,2
37010,2,0,0,3,3,1
37011,2,0,0,3,3,1
37012,1,0,0,2,3,1
37013,1,0,0,1,3,1
37014,2,0,0,2,3,1
37015,1,1,0,2,3,2
37016,0,1,1,3,3,3
37018,2,1,0,2,3,2
37020,2,0,0,3,3,1
37021,1,0,0,3,3,1
37022,0,1,1,3,3,3
37025,2,0,0,2,3,1
37026,2,1,0,3,3,2
37027,2,0,0,3,3,1
37028,2,0,0,3,3,1
37029,2,0,0,3,3,1
37030,1,1,0,2,3,2
37031,2,0,0,3,3,1
37032,2,0,0,2,3,1
37033,1,0,0,3,3,1
37034,2,0,0,3,3,1
37035,2,1,0,2,3,2
37036,1,1,0,3,3,2
37037,2,0,0,2,3,1
37038,2,0,0,1,3,1
37040,2,1,0,2,3,2
37041,1,0,0,2,3,1
37042,1,1,0,1,3,2
37043,3,1,0,3,3,2
37044,3,0,0,3,3,1
37045,2,1,0,3,3,2
37046,3,1,0,1,3,2
37047,2,0,0,3,3,1
37048,3,0,0,3,3,1
37050,3,1,0,1,3,2
37051,2,0,0,2,3,1
37052,2,0,0,2,3,1
37054,1,0,0,3,3,1
37055,2,0,0,2,3,1
37056,2,1,0,3,3,2
37057,2,0,0,3,3,1
37058,2,1,0,1,3,2
37059,0,1,1,3,3,3
37061,1,0,0,3,3,1
37063,1,0,0,3,3,1
37064,2,0,0,3,3,1
37065,2,1,0,3,3,2
37066,1,0,0,3,3,1
37067,2,0,0,3,3,1
37068,1,0,0,2,3,1
37069,1,0,0,2,3,1
37070,2,0,0,1,3,1
37071,2,0,0,3,3,1
37072,3,0,0,2,3,1
37073,2,0,0,2,3,1
37074,2,0,0,1,3,1
37075,1,1,0,2,3,2
37077,3,0,0,3,3,1
37079,1,0,0,2,3,1
37080,2,1,0,1,3,2
37081,0,1,1,1,3,3
37082,1,0,0,3,3,1
37083,2,0,0,3,3,1
37084,1,1,0,1,3,2
37085,2,0,0,3,3,1
37086,2,1,0,1,3,2
37087,1,0,0,2,3,1
37088,0,1,1,3,3,3
37089,2,0,0,2,3,1
37090,2,1,0,3,3,2
37091,0,1,1,3,3,3
37092,2,0,0,3,3,1
37093,1,0,0,1,3,1
37094,1,0,0,3,3,1
37095,1,0,0,2,3,1
37096,1,1,0,2,3,2
37098,2,1,0,3,3,2
37099,1,1,0,3,3,2
37100,2,0,0,3,3,1
37101,1,0,0,3,3,1
37102,2,1,0,1,3,2
37103,2,1,0,1,3,2
37104,2,0,0,3,3,1
37105,2,0,0,2,3,1
37106,1,0,0,3,3,1
37107,2,1,0,2,3,2
37108,2,1,0,1,3,2
37115,2,1,0,1,3,2
37120,3,0,0,2,3,1
37121,2,0,0,3,3,1
37123,2,1,0,3,3,2
37124,2,0,0,2,3,1
37126,2,0,0,1,3,1
37129,3,1,0,1,3,2
37130,2,1,0,2,3,2
37131,3,1,0,1,3,2
37132,2,1,0,1,3,2
37133,3,1,0,1,3,2
